Level;Number;Name;BARC_SPC_CATEGORY;BARC_SPC_GROUP_CLASS0;BARC_SPC_GROUP_CLASS1;BARC_SPC_KEY;Area;IES_AREA;Volume;IES_OCCUPATION_REAL;IES_OCCUPATION_DESIGN;IES_PROFILE;BARC_REF_ACTIVITY_PEOPLE_SENSIBLE;BARC_REF_ACTIVITY_PEOPLE_LATENT;IES_LIGHT_DENSITY;IES_ILLUMINANCE;BARC_EA_PLUG_EQUIP1_PERAREA;BARC_EA_PLUG_EQUIP1_PERPERSON;BARC_EA_PLUG_EQUIP1_PERROOM;IES_PLUG_TOTAL;IES_PLUG_TOTAL_DENSITY;IES_INT_GAINS_TOTAL_DENSITY;IES_VENTILATION_TYPE;BARC_VENT_SUPPLY_DESIGN;Condition Type;BARC_SPC_HEAT_TEMP_SETPOINT;BARC_SPC_CLG_TEMP_SETPOINT;IES_COMF_RH_MIN;IES_COMF_RH_MAX;IES_HEAT_POWER_DENSITY;IES_COOL_POWER_DENSITY;
04;04.05;Debriefing lokaal 5;EDUCATIONAL;04;EDU;[EDU] Communicatie;22.7;0.0;74.8;12;12;[Education] Training Room;75;40;6;300;0;10;0;120;5.29182193019207;50.9804864066326;0;480;HeatedAndCooled;21.0;25.0;0;0;0;0
04;04.50;Centrale Ruimte;EDUCATIONAL;04;EDU;[EDU] Circulation;205.1;0.0;676.8;0;0;[Education] Training Room;75;40;2;100;1;0;0;205.10091;1;3;0;0;Heated;18.0;28.0;0;0;0;0
04;04.08.08;Lokaal 7;EDUCATIONAL;04;EDU;[EDU] Communicatie;13.6;0.0;44.8;3;3;[Education] Training Room;75;40;6;300;0;10;0;30;2.20793153581131;24.7674180543962;0;120;HeatedAndCooled;21.0;25.0;0;0;0;0
04;04.08.06;Lokaal 5;EDUCATIONAL;04;EDU;[EDU] Communicatie;13.9;0.0;46.0;3;3;[Education] Training Room;75;40;6;300;0;10;0;30;2.15222627486189;24.2939233363261;0;120;HeatedAndCooled;21.0;25.0;0;0;0;0
04;04.08.04;Lokaal 3;EDUCATIONAL;04;EDU;[EDU] Communicatie;13.6;0.0;44.9;3;3;[Education] Training Room;75;40;6;300;0;10;0;30;2.20708090850134;24.7601877222614;0;120;HeatedAndCooled;21.0;25.0;0;0;0;0
04;04.08.12;Lokaal 11;EDUCATIONAL;04;EDU;[EDU] Communicatie;13.6;0.0;45.0;3;3;[Education] Training Room;75;40;6;300;0;10;0;30;2.19860016175809;24.6881013749437;0;120;HeatedAndCooled;21.0;25.0;0;0;0;0
04;04.08.10;Lokaal 9;EDUCATIONAL;04;EDU;[EDU] Communicatie;13.6;0.0;44.9;3;3;[Education] Training Room;75;40;6;300;0;10;0;30;2.20277318665;24.723572086525;0;120;HeatedAndCooled;21.0;25.0;0;0;0;0
04;04.02;Debriefing lokaal 2;EDUCATIONAL;04;EDU;[EDU] Communicatie;21.3;0.0;70.2;12;12;[Education] Training Room;75;40;6;300;0;10;0;120;5.64404424170286;53.9743760544743;0;480;HeatedAndCooled;21.0;25.0;0;0;0;0
04;04.07.10;Lokaal 9;EDUCATIONAL;04;EDU;[EDU] Communicatie;13.6;0.0;44.9;3;3;[Education] Training Room;75;40;6;300;0;10;0;30;2.20708090850135;24.7601877222615;0;120;HeatedAndCooled;21.0;25.0;0;0;0;0
04;04.07.08;Lokaal 7;EDUCATIONAL;04;EDU;[EDU] Communicatie;13.9;0.0;46.0;3;3;[Education] Training Room;75;40;6;300;0;10;0;30;2.15222627499885;24.2939233374903;0;120;HeatedAndCooled;21.0;25.0;0;0;0;0
04;04.07.06;Lokaal 5;EDUCATIONAL;04;EDU;[EDU] Communicatie;13.6;0.0;44.8;3;3;[Education] Training Room;75;40;6;300;0;10;0;30;2.2079315358113;24.7674180543961;0;120;HeatedAndCooled;21.0;25.0;0;0;0;0
04;04.07.04;Lokaal 3;EDUCATIONAL;04;EDU;[EDU] Communicatie;13.6;0.0;44.9;3;3;[Education] Training Room;75;40;6;300;0;10;0;30;2.20277318665002;24.7235720865252;0;120;HeatedAndCooled;21.0;25.0;0;0;0;0
04;04.07.02;Lokaal 1;EDUCATIONAL;04;EDU;[EDU] Communicatie;13.6;0.0;45.0;3;3;[Education] Training Room;75;40;6;300;0;10;0;30;2.19860016175809;24.6881013749438;0;120;HeatedAndCooled;21.0;25.0;0;0;0;0
04;04.31;Opvangruimte;EDUCATIONAL;04;EDU;[EDU] Communicatie;64.1;0.0;211.5;24;24;[Education] Training Room;75;40;6;300;0;10;0;240;3.74517876195613;37.8340194766271;0;960;HeatedAndCooled;21.0;25.0;0;0;0;0
05;05.05;Debriefing lokaal 1;EDUCATIONAL;05;EDU;[EDU] Communicatie;23.9;0.0;78.8;12;12;[Education] Training Room;75;40;6;300;0;10;0;120;5.02638853983412;48.72430258859;0;480;HeatedAndCooled;21.0;25.0;0;0;0;0
