,Cooling plant sensible load,Heating plant sensible load,AHU Cooling,AHU Heating
852,0,4260,0,14656
853,0,9316,0,12690
854,0,5905,0,15419
855,0,6977,0,18776
856,0,10319,0,18565
857,0,20222,0,9707
858,0,49813,0,3124
859,0,1370,0,347
860,0,1920,0,21
861,0,6376,0,1
862,0,9076,0,0
863,0,10127,0,0
864,0,12786,0,0
865,0,14710,0,0
866,0,15303,0,0
867,0,16057,0,0
868,0,15448,0,0
869,0,16117,0,0
870,0,18644,0,0
871,0,19758,0,0
872,0,18386,0,0
873,0,12514,0,0
874,0,6238,0,0
875,0,3293,0,0
876,0,3199,0,0
877,0,6367,0,0
878,0,4957,0,0
879,0,4138,0,0
880,0,6701,0,0
881,0,11376,0,0
882,0,15522,0,0
883,0,17670,0,0
884,0,18550,0,0
885,0,19300,0,0
886,0,19547,0,0
887,0,19060,0,0
888,0,19100,0,0
889,0,19359,0,0
890,0,21543,0,0
891,0,23897,0,0
892,0,25278,0,0
893,0,27399,0,0
894,0,30234,0,0
895,0,32739,0,0
896,0,32924,0,0
897,0,32230,0,0
898,0,29902,0,0
899,0,28374,0,0
900,0,26496,0,0
901,0,21851,0,0
902,0,21520,0,0
903,0,27739,0,0
904,0,33599,0,0
905,0,37222,0,0
906,0,39791,0,0
907,0,41249,0,0
908,0,41768,0,0
909,0,42044,0,0
910,0,42251,0,0
911,0,42628,0,0
912,0,42795,0,0
913,0,42712,0,0
914,0,42359,0,0
915,0,42334,0,0
916,0,42704,0,0
917,0,43323,0,0
918,0,44208,0,0
919,0,179036,0,0
920,0,76083,0,0
921,0,36955,0,3947
922,0,21785,0,21586
923,0,13225,0,24975
924,0,7461,0,19121
925,0,12173,0,14867
926,0,6967,0,17017
927,0,6942,0,20601
928,0,15260,0,20579
929,0,38025,0,11242
930,0,74043,0,4001
931,0,1891,0,470
932,0,9440,0,28
933,0,20305,0,1
934,0,25590,0,0
935,0,27666,0,0
936,0,30217,0,0
937,0,32213,0,0
938,0,33383,0,0
939,0,33741,0,0
940,0,34241,0,0
941,0,34881,0,0
942,0,37386,0,0
943,0,173313,0,0
944,0,69081,0,11
945,0,32760,0,7351
946,0,23451,0,24395
947,0,17592,0,27241
948,0,12322,0,21262
949,0,21142,0,16835
950,0,8446,0,19000
951,0,6180,0,20510
952,0,9979,0,19785
953,0,32346,0,11553
954,0,70592,0,4117
955,0,1944,0,475
956,0,8111,0,28
957,0,18056,0,2
958,0,22438,0,0
959,0,24634,0,0
960,0,26080,0,0
961,0,27895,0,0
962,0,30481,0,0
963,0,32765,0,0
964,0,34030,0,0
965,0,36758,0,0
966,0,38483,0,0
967,0,171389,0,0
968,0,68164,0,10
969,0,32106,0,7173
970,0,22286,0,23885
971,0,14626,0,26749
972,0,7053,0,20538
973,0,9432,0,15667
974,0,4973,0,16893
975,86,4856,0,19265
976,0,9033,0,19245
977,0,27572,0,10988
978,0,66244,0,4073
979,0,2044,0,512
980,0,9013,0,31
981,0,17995,0,2
982,0,22059,0,0
983,0,26903,0,0
984,0,30008,0,0
985,0,31647,0,0
986,0,32657,0,0
987,0,33671,0,0
988,0,33377,0,0
989,0,32642,0,0
990,0,33125,0,0
991,0,168102,0,0
992,0,62553,0,9
993,0,23583,0,6976
994,0,10137,0,22935
995,0,5847,0,24543
996,297,4792,0,19109
997,0,7878,0,15132
998,739,4709,0,17199
999,749,4669,0,20024
1000,0,6858,0,20222
1001,0,23946,0,12013
1002,0,62711,0,4352
1003,0,1988,0,510
1004,0,6650,0,33
1005,0,17681,0,2
1006,0,22240,0,0
1007,0,25303,0,0
1008,0,29097,0,0
1009,0,31751,0,0
1010,0,33369,0,0
1011,0,35423,0,0
1012,0,36368,0,0
1013,0,37473,0,0
1014,0,39418,0,0
1015,0,175677,0,0
